asset_id,property_type,region,tenant_industry,credit_tier,annual_rent,property_value,asset_age,lease_term_remaining,occupancy_rate,rent_coverage_ratio,noi_margin,sales_trend_12m,traffic_trend_12m,capex_need_pct_value,delinquency_days,arrears_pct_annual_rent,tenant_concentration_pct,local_unemployment,market_rent_growth,renewal_probability,synthetic_risk_score,portfolio_health
REIT-01684,Office,West Coast,Fuel,Strong Private,966985.68,11889206.56,3,9.53,0.9484,2.54,0.7043,0.1347,0.1425,0.0304,1,0.0295,0.0412,0.021,0.0113,0.7797,31.44,healthy
REIT-01685,Automotive Service,West Coast,Auto,Stable,786081.97,12742650.35,40,7.41,0.9475,1.791,0.6148,0.1381,0.0184,0.0189,3,0.0332,0.0431,0.0431,0.0168,0.9585,38.19,healthy
REIT-01686,Fitness,Southwest,Professional Services,Stable,319298.97,4576116.87,39,5.06,1.0,2.223,0.6053,-0.0705,0.0098,0.0172,1,0.0,0.0412,0.0354,-0.0536,0.7511,44.37,healthy
REIT-01687,Grocery,Mountain,Grocery,Strong Private,2492195.95,41748179.72,11,2.0,0.9363,2.975,0.7794,0.0842,-0.0156,0.0254,2,0.0532,0.087,0.0358,0.0004,0.68,42.18,healthy
REIT-01688,Quick Service Restaurant,Southeast,Fitness,Stable,416549.01,7305743.13,1,3.58,0.9745,2.534,0.6906,0.0524,0.166,0.0,6,0.0188,0.0337,0.0552,-0.0273,0.8843,39.21,healthy
REIT-01689,Medical Office,Southeast,Manufacturing,Stable,590064.26,8576479.71,35,6.21,0.9451,2.766,0.787,-0.0658,-0.0839,0.0188,5,0.0328,0.0589,0.0402,0.047,0.7817,53.98,watchlist
REIT-01690,Convenience Store,Northeast,Grocery,Watch,466514.0,7715211.77,37,7.72,0.9926,2.171,0.7047,-0.0203,0.0415,0.0,8,0.0453,0.0322,0.0501,0.0364,0.866,52.81,watchlist
REIT-01691,Grocery,West Coast,Entertainment,Stable,3544003.66,62231322.22,12,7.79,0.9639,1.334,0.6674,0.0277,0.0018,0.0005,8,0.0502,0.0523,0.0464,-0.0388,0.9275,55.53,watchlist
REIT-01692,Office,Northeast,Healthcare,Investment Grade,1556859.84,22928121.71,26,9.86,0.8762,2.491,0.6405,-0.0434,0.0419,0.0123,1,0.0036,0.0354,0.0454,-0.0021,0.98,24.91,healthy
REIT-01693,Automotive Service,Southwest,Logistics,Strong Private,464010.18,5269479.63,26,11.19,0.9877,3.293,0.706,0.0153,0.0842,0.0324,12,0.0048,0.0414,0.0339,0.0473,0.98,14.23,healthy
REIT-01694,Industrial,Southwest,Fuel,Investment Grade,3285666.9,45546510.12,14,10.73,0.9836,4.097,0.6405,-0.0387,0.0417,0.0457,8,0.0276,0.0522,0.0443,0.0141,0.9151,0.0,healthy
REIT-01695,Quick Service Restaurant,Midwest,Professional Services,Watch,735163.83,11549515.0,35,15.4,0.9416,2.355,0.8114,0.0208,0.0564,0.0385,9,0.0166,0.0311,0.0236,0.004,0.9429,48.16,watchlist
REIT-01696,Industrial,Southeast,Manufacturing,Stable,1587677.54,25762183.28,25,0.2,0.9696,2.94,0.7962,-0.0601,-0.026,0.0157,5,0.0048,0.0385,0.0581,-0.0384,0.8361,50.66,watchlist
REIT-01697,Automotive Service,Southeast,Healthcare,Strong Private,694274.73,9659180.52,16,3.57,0.908,3.804,0.5759,-0.0222,0.1547,0.0053,0,0.0279,0.0259,0.0535,0.0177,0.689,10.43,healthy
REIT-01698,Automotive Service,Southeast,Logistics,Watch,480005.92,6580575.22,24,9.62,0.9268,3.188,0.7297,0.0961,0.0538,0.0,7,0.0497,0.0281,0.0268,-0.0119,0.7195,54.88,watchlist
REIT-01699,Automotive Service,Northeast,Grocery,Strong Private,711831.89,11112257.27,20,2.42,1.0,2.505,0.7778,0.0271,-0.0035,0.0077,14,0.0,0.0208,0.0646,-0.0398,0.7586,33.27,healthy
REIT-01700,Convenience Store,Southwest,Healthcare,Watch,424966.35,6654336.77,25,4.83,0.9651,1.909,0.7564,0.0343,-0.0159,0.0423,12,0.0128,0.031,0.0327,0.0065,0.7603,52.84,watchlist
REIT-01701,Quick Service Restaurant,Mountain,Auto,Investment Grade,801180.03,14876652.67,22,8.8,0.9618,2.058,0.6858,0.0938,0.1453,0.0127,4,0.0173,0.0293,0.062,-0.0305,0.98,42.54,healthy
REIT-01702,Distribution,West Coast,Restaurant,Strong Private,1779431.54,39256375.09,41,11.72,0.9377,2.919,0.6684,0.1615,0.0782,0.0267,1,0.0,0.0284,0.052,-0.0068,0.9372,17.79,healthy
REIT-01703,Industrial,Southwest,Auto,Strong Private,3059738.23,49811375.52,23,5.61,1.0,2.471,0.7121,-0.0926,0.1267,0.0327,12,0.0,0.0855,0.0504,0.0,0.9184,39.04,healthy
REIT-01704,Distribution,Midwest,Entertainment,Investment Grade,2869815.7,41349019.65,37,6.93,0.9315,2.037,0.596,0.0071,-0.0008,0.0202,5,0.0352,0.0806,0.0696,-0.0049,0.8455,32.07,healthy
REIT-01705,Entertainment,Mountain,Professional Services,Strong Private,911482.44,11885943.72,10,8.47,0.9937,2.035,0.7876,-0.0716,-0.1185,0.015,7,0.0086,0.0433,0.0261,-0.0232,0.764,51.4,watchlist
REIT-01706,Medical Office,West Coast,Auto,Strong Private,698036.85,14879505.93,1,9.23,1.0,3.027,0.806,0.0962,-0.0466,0.0,10,0.025,0.0516,0.0554,-0.08,0.98,15.39,healthy
REIT-01707,Convenience Store,Mountain,Auto,Weak,510097.2,9719751.68,16,6.79,0.9539,1.313,0.7313,0.0615,0.0183,0.0267,23,0.0416,0.026,0.0453,0.0015,0.6764,93.61,at risk
REIT-01708,Quick Service Restaurant,Midwest,Logistics,Stable,523803.58,7335215.01,1,5.57,0.936,3.003,0.769,0.0197,-0.0755,0.0174,2,0.0235,0.0105,0.0484,0.0567,0.8981,30.57,healthy
REIT-01709,Automotive Service,Southeast,Healthcare,Strong Private,636017.51,9419575.7,40,8.18,0.9237,3.092,0.729,0.072,0.0629,0.0216,10,0.0,0.0312,0.0361,0.0126,0.8616,18.36,healthy
REIT-01710,Industrial,Southeast,Healthcare,Stable,922015.64,13350182.81,6,8.61,0.9205,3.292,0.6508,0.0695,0.0993,0.0132,1,0.0047,0.0275,0.0289,0.0396,0.769,19.26,healthy
REIT-01711,Medical Office,Southwest,Entertainment,Investment Grade,743048.93,13749709.6,23,8.66,0.9555,2.496,0.7339,0.0455,0.0819,0.0072,1,0.0,0.0174,0.0558,0.0853,0.7306,18.81,healthy
REIT-01712,Industrial,Midwest,Manufacturing,Stable,2577387.46,38225486.03,37,5.45,0.9802,2.197,0.6874,-0.0215,0.0246,0.0284,0,0.0171,0.0553,0.0584,0.046,0.7856,41.32,healthy
REIT-01713,Grocery,Mountain,Grocery,Strong Private,1407442.12,18439312.88,36,8.89,0.9134,2.451,0.5967,-0.0165,0.0832,0.011,1,0.0,0.0473,0.0414,0.0525,0.9633,15.7,healthy
REIT-01714,Office,Midwest,Professional Services,Strong Private,1265863.65,16603997.52,29,9.36,1.0,2.03,0.7249,-0.0081,0.1571,0.02,6,0.0207,0.0411,0.0561,-0.0153,0.9299,30.39,healthy
REIT-01715,Automotive Service,Northeast,Manufacturing,Strong Private,1106742.4,16658150.51,14,2.84,0.9377,2.226,0.6873,0.0266,0.1016,0.0072,8,0.0216,0.0424,0.033,0.0342,0.7746,34.98,healthy
REIT-01716,Quick Service Restaurant,Southeast,Grocery,Investment Grade,516224.77,9080633.25,7,12.43,0.9204,2.557,0.6413,0.0524,0.0699,0.0227,1,0.0168,0.0236,0.0243,0.0476,0.9139,13.83,healthy
REIT-01717,Entertainment,West Coast,Grocery,Stable,678600.22,8351241.06,24,3.29,1.0,1.502,0.6543,0.0128,-0.1175,0.0236,2,0.0,0.0101,0.0503,0.0331,0.8699,58.34,watchlist
REIT-01718,Convenience Store,Southeast,Healthcare,Stable,392446.65,6611613.77,8,7.62,0.9389,1.269,0.6656,-0.0582,0.0769,0.0294,3,0.0383,0.0254,0.0371,0.0466,0.7601,67.84,watchlist
REIT-01719,Automotive Service,West Coast,Professional Services,Strong Private,543946.06,8265828.23,17,2.84,0.9921,1.83,0.6908,0.0558,0.0252,0.0182,5,0.0253,0.0634,0.0479,-0.0465,0.8517,43.78,healthy
REIT-01720,Office,Mountain,Fitness,Strong Private,1109852.14,12467968.54,35,4.62,0.9925,2.452,0.6379,0.0711,0.0804,0.046,1,0.0202,0.0546,0.0427,-0.0233,0.7465,25.07,healthy
REIT-01721,Fitness,Northeast,Grocery,Strong Private,570706.03,6449602.59,17,0.55,1.0,3.092,0.6723,0.0207,-0.0115,0.0055,9,0.0,0.0088,0.0328,0.0311,0.7567,35.37,healthy
REIT-01722,Fitness,Southwest,Logistics,Stable,1084481.47,15607559.34,3,11.44,0.973,2.435,0.6585,-0.038,0.0341,0.0207,5,0.0432,0.0615,0.051,0.0699,0.98,38.5,healthy
REIT-01723,Grocery,Mountain,Entertainment,Watch,1321214.81,25714370.16,2,3.68,0.9315,2.022,0.6647,-0.027,0.0379,0.021,11,0.0229,0.0172,0.0243,0.0644,0.5896,56.63,watchlist
REIT-01724,Office,Southeast,Logistics,Strong Private,1881543.11,22282139.68,27,6.62,0.9649,3.185,0.6795,0.1057,0.0705,0.0046,2,0.0,0.0231,0.0425,-0.0239,0.9547,16.5,healthy
REIT-01725,Automotive Service,Southeast,Fuel,Strong Private,445001.86,9220097.48,35,15.64,0.9753,2.45,0.7789,-0.194,0.0821,0.0352,1,0.0205,0.0221,0.0541,0.0369,0.8203,28.83,healthy
REIT-01726,Medical Office,Southeast,Professional Services,Watch,719989.53,12096597.99,7,8.8,1.0,2.249,0.6631,-0.0298,0.0093,0.0252,4,0.0,0.0871,0.0366,0.0377,0.9337,50.46,watchlist
REIT-01727,Office,Southeast,Grocery,Investment Grade,835857.71,10979049.32,26,7.9,0.928,2.989,0.6436,-0.0389,-0.0192,0.031,0,0.0,0.0402,0.0298,0.0296,0.5983,30.28,healthy
REIT-01728,Distribution,Southeast,Restaurant,Watch,2170285.63,35290441.46,12,7.76,1.0,2.487,0.6661,-0.1239,0.0525,0.0216,11,0.0351,0.0319,0.0369,0.0763,0.5616,56.86,watchlist
REIT-01729,Automotive Service,Mountain,Healthcare,Investment Grade,432825.34,6785431.96,39,12.23,0.9436,2.606,0.7237,-0.0063,-0.0366,0.0258,8,0.0,0.0365,0.0756,0.0003,0.98,17.76,healthy
REIT-01730,Entertainment,Southeast,Restaurant,Strong Private,1232255.65,15316695.7,26,9.92,0.9577,2.943,0.6697,0.0154,-0.0309,0.0278,1,0.0,0.013,0.0409,0.0417,0.9342,12.43,healthy
REIT-01731,Entertainment,Midwest,Fitness,Investment Grade,1422610.81,16692434.6,1,11.17,0.9795,2.263,0.7659,0.0147,0.001,0.0104,0,0.0107,0.0538,0.021,-0.0115,0.8372,16.2,healthy
REIT-01732,Automotive Service,Mountain,Healthcare,Stable,601540.96,9354519.02,27,0.2,0.931,2.648,0.735,0.0065,-0.0154,0.0038,0,0.0,0.0132,0.0293,0.0094,0.7623,55.78,watchlist
REIT-01733,Quick Service Restaurant,West Coast,Professional Services,Investment Grade,558139.0,8232961.43,38,5.0,1.0,3.309,0.6898,0.0642,0.0384,0.012,1,0.0169,0.003,0.031,0.0311,0.98,0.0,healthy
REIT-01734,Automotive Service,Midwest,Grocery,Watch,575249.47,8878406.34,6,4.54,0.9493,3.324,0.5859,0.1606,-0.0702,0.0,5,0.0,0.0378,0.075,0.0001,0.8481,35.36,healthy
REIT-01735,Automotive Service,Midwest,Healthcare,Stable,557078.99,8580696.85,13,2.61,0.981,2.381,0.7711,0.033,0.012,0.0267,10,0.0,0.067,0.0479,0.0089,0.6581,41.47,healthy
REIT-01736,Fitness,Southeast,Auto,Investment Grade,354092.26,4212591.88,1,4.28,0.9494,3.132,0.7752,-0.1604,-0.0006,0.0259,0,0.0278,0.003,0.0346,0.0331,0.7988,26.65,healthy
REIT-01737,Quick Service Restaurant,West Coast,Manufacturing,Stable,769428.92,11630333.89,34,0.97,0.9933,2.871,0.6523,0.0623,0.0151,0.0326,0,0.0191,0.0577,0.0505,0.0027,0.8135,41.47,healthy
REIT-01738,Industrial,Southeast,Manufacturing,Strong Private,2328235.88,28427471.61,8,7.75,0.9604,2.888,0.5541,0.1325,-0.0321,0.0077,1,0.0,0.0378,0.0367,-0.0241,0.98,11.55,healthy
REIT-01739,Office,Mountain,Logistics,Investment Grade,1441403.94,16390155.63,1,8.13,0.9726,1.621,0.7139,0.0862,-0.0595,0.0129,2,0.0,0.0549,0.0268,-0.0153,0.735,40.43,healthy
REIT-01740,Automotive Service,Midwest,Restaurant,Watch,876837.01,11111681.36,14,0.66,0.9609,1.228,0.6517,0.0533,-0.0611,0.0128,12,0.005,0.0506,0.0544,0.0036,0.5401,100.0,at risk
REIT-01741,Medical Office,Southwest,Logistics,Stable,623566.73,10855737.71,16,2.11,1.0,2.993,0.6462,0.1069,-0.0668,0.0334,2,0.0168,0.0483,0.033,-0.039,0.7903,40.47,healthy
REIT-01742,Quick Service Restaurant,Southeast,Fuel,Investment Grade,922442.79,20498728.58,30,9.34,0.9294,3.464,0.6368,-0.0106,0.0945,0.0069,6,0.0276,0.0551,0.0311,0.0029,0.98,11.88,healthy
REIT-01743,Office,West Coast,Manufacturing,Stable,1555624.88,17112467.88,2,4.2,0.9204,1.955,0.7535,-0.0499,0.0044,0.0177,0,0.0,0.003,0.0518,0.0164,0.98,56.5,watchlist
REIT-01744,Office,Southeast,Restaurant,Investment Grade,1372958.8,16769495.82,26,7.93,0.9327,1.334,0.7541,-0.0164,0.0317,0.0465,3,0.0144,0.0261,0.0531,0.0185,0.8216,40.86,healthy
REIT-01745,Industrial,Southeast,Grocery,Investment Grade,4567997.94,66668888.51,34,7.02,0.997,2.587,0.6047,0.0781,0.1103,0.0343,0,0.0,0.0646,0.0316,0.0734,0.8792,7.79,healthy
REIT-01746,Distribution,West Coast,Fitness,Watch,3110920.15,68475213.07,40,8.52,1.0,1.635,0.6424,-0.1058,-0.0708,0.0391,4,0.0055,0.0645,0.0343,-0.0056,0.7434,72.67,at risk
REIT-01747,Office,Southwest,Fuel,Strong Private,1369662.66,16325883.27,4,12.8,0.9255,1.986,0.6865,0.0051,0.073,0.0007,0,0.0,0.0487,0.0418,-0.0257,0.9168,33.72,healthy
REIT-01748,Distribution,Southeast,Grocery,Strong Private,2768148.71,42076971.8,13,4.74,0.9204,2.519,0.6919,0.1169,0.0102,0.0425,10,0.0079,0.0798,0.033,-0.0244,0.8174,28.62,healthy
REIT-01749,Quick Service Restaurant,Southwest,Fitness,Weak,575476.27,7788333.11,13,7.26,1.0,1.962,0.7459,-0.0,0.0742,0.0238,18,0.0444,0.0078,0.0374,-0.0642,0.6519,79.09,at risk
REIT-01750,Automotive Service,West Coast,Restaurant,Strong Private,307059.95,3751155.91,1,6.34,0.9446,2.689,0.5507,0.0062,0.0883,0.0099,5,0.0112,0.0412,0.0356,0.0069,0.795,24.81,healthy
REIT-01751,Medical Office,Midwest,Healthcare,Stable,613356.0,11408024.32,5,0.2,0.9984,1.228,0.5401,0.0715,0.0614,0.0,1,0.0,0.0778,0.0505,0.0383,0.5781,69.12,at risk
REIT-01752,Quick Service Restaurant,Southeast,Restaurant,Stable,505152.4,10284495.38,19,2.43,0.9674,2.787,0.543,-0.0705,-0.0573,0.0127,13,0.0159,0.0212,0.021,0.0159,0.6096,48.6,watchlist
REIT-01753,Quick Service Restaurant,Southwest,Fitness,Stable,393677.79,7984310.19,19,4.07,1.0,2.858,0.637,0.0035,0.1488,0.0438,6,0.0076,0.041,0.0375,0.0694,0.857,24.71,healthy
REIT-01754,Industrial,Southeast,Fuel,Stable,2914716.48,41652853.96,3,6.89,0.9516,2.507,0.7469,0.0019,0.0582,0.0178,0,0.0,0.0473,0.038,-0.0012,0.7878,35.81,healthy
REIT-01755,Quick Service Restaurant,Northeast,Grocery,Stable,266894.35,3846345.16,27,9.05,0.9873,3.223,0.6665,0.0069,0.0266,0.0099,3,0.0,0.0319,0.0283,-0.0204,0.8757,14.25,healthy
REIT-01756,Fitness,Southeast,Entertainment,Stable,395406.23,5092033.57,26,5.44,0.9961,3.34,0.8186,0.1074,-0.0369,0.024,0,0.0069,0.0422,0.0385,0.0671,0.9413,26.1,healthy
REIT-01757,Medical Office,Southwest,Fitness,Stable,1068830.99,14743883.47,32,2.31,0.997,2.466,0.5873,0.0138,0.0538,0.032,1,0.0061,0.0118,0.0331,0.0525,0.8085,44.66,healthy
REIT-01758,Quick Service Restaurant,Mountain,Professional Services,Investment Grade,591198.74,10646171.81,39,3.35,0.9409,3.648,0.6088,0.0126,0.1512,0.0201,0,0.0451,0.0128,0.0317,-0.0122,0.98,1.41,healthy
REIT-01759,Industrial,Southwest,Fitness,Strong Private,4068463.88,57545770.31,32,9.17,0.9983,1.465,0.5264,0.0268,-0.0716,0.0259,16,0.0,0.0501,0.021,-0.0296,0.9618,34.55,healthy
REIT-01760,Fitness,Southeast,Logistics,Watch,924214.09,11524245.73,3,1.9,0.908,2.408,0.728,-0.0179,0.0537,0.0422,6,0.0466,0.0466,0.034,0.082,0.6765,74.16,at risk
REIT-01761,Convenience Store,Southwest,Professional Services,Strong Private,390210.05,8671334.52,38,7.32,0.9692,2.358,0.7584,0.0422,0.112,0.0379,14,0.0092,0.0253,0.0426,0.075,0.9257,22.21,healthy
REIT-01762,Automotive Service,Mountain,Healthcare,Investment Grade,428136.98,5374370.65,34,10.43,0.9013,2.56,0.6543,-0.0622,0.1499,0.0153,3,0.0,0.035,0.0591,0.0556,0.8959,20.76,healthy
REIT-01763,Convenience Store,Southeast,Professional Services,Stable,585491.7,9405180.55,14,7.38,0.9927,2.879,0.6118,0.0255,-0.074,0.0365,24,0.0413,0.0552,0.0272,0.0742,0.98,25.84,healthy
REIT-01764,Distribution,West Coast,Healthcare,Investment Grade,3011460.91,53159583.05,1,12.66,0.9993,2.059,0.7579,-0.0215,0.0051,0.0085,4,0.0161,0.0717,0.021,0.0371,0.9557,15.8,healthy
REIT-01765,Automotive Service,Midwest,Manufacturing,Stable,442475.27,6642835.65,29,3.19,0.9712,1.705,0.6244,-0.161,-0.2368,0.0262,13,0.0,0.0415,0.0257,0.0289,0.6654,73.5,at risk
REIT-01766,Medical Office,Northeast,Entertainment,Investment Grade,1113379.19,21880360.34,26,7.88,0.9338,2.464,0.586,0.1188,0.0421,0.0215,0,0.0,0.0514,0.0441,-0.0009,0.8128,19.73,healthy
REIT-01767,Industrial,Southwest,Healthcare,Strong Private,3080158.06,49721241.81,35,6.37,0.964,3.31,0.6427,0.0955,0.1791,0.0411,3,0.0,0.068,0.0508,0.0157,0.7561,10.65,healthy
REIT-01768,Industrial,Mountain,Professional Services,Stable,1636405.97,26621462.48,15,1.77,1.0,2.328,0.5952,0.0304,-0.0597,0.0281,0,0.0006,0.0807,0.0473,0.0136,0.8396,45.84,healthy
REIT-01769,Quick Service Restaurant,Midwest,Grocery,Watch,484758.52,10772411.58,17,9.43,0.945,1.911,0.7839,-0.0052,-0.0133,0.0,0,0.0414,0.0443,0.0433,0.0013,0.8171,62.66,watchlist
REIT-01770,Entertainment,Southwest,Fuel,Stable,1980733.52,27691212.36,14,3.19,0.9434,2.642,0.6955,-0.104,0.0417,0.0383,0,0.012,0.003,0.0319,-0.0182,0.5732,51.89,watchlist
REIT-01771,Quick Service Restaurant,West Coast,Manufacturing,Stable,410410.67,6442898.13,14,11.85,0.9166,2.787,0.6621,-0.0,0.1105,0.0141,0,0.0323,0.0291,0.0482,0.028,0.8141,23.51,healthy
REIT-01772,Distribution,Southwest,Logistics,Stable,1413973.85,24593181.29,36,4.44,1.0,2.583,0.6797,-0.1525,0.0937,0.0268,1,0.0,0.0175,0.0372,0.054,0.8726,35.64,healthy
REIT-01773,Automotive Service,Southeast,Grocery,Strong Private,1306493.61,16632141.44,30,14.14,0.9339,2.577,0.6351,-0.1493,0.1095,0.0327,21,0.0,0.0542,0.0501,0.0635,0.98,45.38,healthy
REIT-01774,Fitness,Mountain,Manufacturing,Investment Grade,451612.41,6154353.97,29,15.91,0.9383,2.748,0.6592,0.0376,-0.0161,0.0266,2,0.0,0.036,0.0449,0.0734,0.98,19.56,healthy
REIT-01775,Grocery,Midwest,Auto,Strong Private,1716678.92,32317031.27,19,3.75,0.9487,3.333,0.8137,-0.002,-0.0449,0.0075,2,0.0,0.0334,0.0519,0.0382,0.6148,15.53,healthy
REIT-01776,Fitness,Mountain,Fitness,Stable,587950.27,9620356.21,19,13.57,0.9352,1.965,0.5156,0.1046,-0.0675,0.0054,8,0.0,0.0095,0.0391,0.0716,0.98,45.59,healthy
REIT-01777,Grocery,West Coast,Fitness,Weak,1042816.5,15074882.47,9,8.21,0.9603,1.892,0.7906,-0.065,0.0214,0.0262,25,0.024,0.0403,0.0421,0.0294,0.8078,99.78,at risk
REIT-01778,Fitness,Southeast,Auto,Strong Private,1444929.53,22244374.88,23,13.92,0.931,2.474,0.7817,-0.0748,-0.0195,0.0261,1,0.0,0.0305,0.0423,0.0581,0.768,23.51,healthy
REIT-01779,Grocery,Northeast,Fuel,Investment Grade,1647068.26,24546147.03,32,8.84,0.967,3.512,0.7517,0.0974,0.1321,0.0102,6,0.03,0.0592,0.0343,0.0418,0.8855,0.0,healthy
REIT-01780,Office,Northeast,Entertainment,Stable,2627133.7,31042493.34,28,3.77,0.9066,1.732,0.7069,-0.0947,-0.0364,0.0319,2,0.0,0.0739,0.021,0.0469,0.7237,58.9,watchlist
REIT-01781,Quick Service Restaurant,Midwest,Fitness,Strong Private,632188.35,13468762.35,1,1.2,0.9913,3.187,0.7218,0.1601,0.1868,0.0075,9,0.0147,0.0404,0.0445,-0.0527,0.9081,24.99,healthy
REIT-01782,Quick Service Restaurant,West Coast,Restaurant,Strong Private,257412.35,5720274.45,3,3.63,0.9547,3.175,0.5986,0.1069,-0.1322,0.0293,9,0.0113,0.0527,0.0309,0.0311,0.9241,23.0,healthy
REIT-01783,Entertainment,West Coast,Entertainment,Stable,1281815.74,17192173.14,17,6.92,0.9378,1.886,0.7202,-0.0799,0.0726,0.0115,2,0.0076,0.019,0.0514,-0.0018,0.7959,64.83,watchlist
REIT-01784,Industrial,West Coast,Fuel,Stable,2124789.72,47217549.41,21,4.7,0.9427,2.19,0.601,-0.0627,0.0153,0.0096,0,0.0426,0.0612,0.058,0.0515,0.8093,42.34,healthy
REIT-01785,Medical Office,West Coast,Auto,Strong Private,545778.23,8975708.99,34,11.49,0.9316,2.011,0.6996,0.0306,0.1426,0.0224,10,0.0,0.0562,0.0458,0.0404,0.98,25.92,healthy
REIT-01786,Medical Office,Southeast,Fitness,Investment Grade,883800.38,14706388.8,40,4.04,0.9826,2.78,0.7336,0.0332,0.0721,0.0042,12,0.0011,0.031,0.0561,0.0767,0.7554,15.27,healthy
REIT-01787,Industrial,Northeast,Fitness,Strong Private,1327655.26,21195166.21,39,7.87,0.9039,1.525,0.6228,0.1281,0.1145,0.0504,5,0.0039,0.0238,0.03,-0.0271,0.9197,44.84,healthy
REIT-01788,Grocery,Southeast,Professional Services,Stable,1508357.44,21797206.53,20,3.08,0.9522,3.368,0.6408,0.0843,0.0641,0.0378,0,0.0245,0.0292,0.0537,0.0075,0.9163,27.24,healthy
REIT-01789,Medical Office,Southeast,Logistics,Stable,991752.86,18652177.66,39,2.68,0.9645,2.19,0.6635,0.021,0.1389,0.0084,11,0.0128,0.0627,0.052,0.0706,0.7037,49.05,watchlist
REIT-01790,Quick Service Restaurant,Southwest,Professional Services,Strong Private,203603.01,4524511.3,15,9.83,0.947,2.902,0.7507,-0.0274,0.0558,0.0287,12,0.0,0.0131,0.0401,-0.0114,0.9556,35.73,healthy
REIT-01791,Medical Office,West Coast,Fuel,Investment Grade,1287489.38,21504907.09,40,7.35,0.9613,2.379,0.7847,-0.1223,0.0371,0.0246,4,0.0,0.0397,0.0484,-0.0045,0.8707,26.65,healthy
REIT-01792,Convenience Store,Southeast,Restaurant,Weak,394118.05,7144069.72,38,5.93,0.9723,1.05,0.5993,-0.0128,-0.0168,0.0308,22,0.0,0.0622,0.0552,0.0434,0.4539,100.0,at risk
REIT-01793,Convenience Store,Southeast,Professional Services,Strong Private,652346.99,12171091.21,5,6.9,0.8728,3.575,0.6144,0.214,0.0167,0.0163,7,0.0298,0.003,0.0532,-0.0405,0.9365,13.54,healthy
REIT-01794,Distribution,Southeast,Fitness,Investment Grade,1562498.82,22824060.29,20,8.4,0.9502,1.435,0.6064,0.0536,0.2117,0.0188,24,0.0821,0.0507,0.0505,0.0187,0.8447,54.53,watchlist
REIT-01795,Fitness,West Coast,Restaurant,Watch,860326.06,13775728.59,1,6.21,0.9572,1.385,0.6734,-0.0765,0.0894,0.023,8,0.0,0.0339,0.0433,0.0425,0.6372,74.74,at risk
REIT-01796,Office,Southwest,Auto,Watch,1487236.65,18754729.53,7,8.99,0.9319,1.32,0.6279,0.0531,0.1175,0.0327,8,0.023,0.0351,0.0432,-0.0281,0.6023,80.17,at risk
REIT-01797,Industrial,Midwest,Entertainment,Investment Grade,1879774.39,29629754.66,32,7.8,1.0,2.013,0.5752,0.1023,0.02,0.0276,2,0.0258,0.0476,0.0521,-0.0008,0.9277,16.92,healthy
REIT-01798,Medical Office,Southeast,Fuel,Investment Grade,1003430.81,15067712.28,5,7.57,0.9507,2.366,0.783,-0.093,0.0147,0.0098,2,0.0146,0.0287,0.0473,0.0875,0.7588,26.63,healthy
REIT-01799,Industrial,Midwest,Professional Services,Watch,1729654.44,25895124.94,11,6.55,1.0,1.598,0.6618,-0.028,-0.0623,0.0129,12,0.0323,0.0571,0.0279,0.0848,0.4359,71.03,at risk
REIT-01800,Industrial,Midwest,Grocery,Strong Private,2386079.14,32516010.65,12,8.52,1.0,3.863,0.695,-0.0286,0.0852,0.0238,7,0.0296,0.0633,0.0431,-0.0279,0.98,1.66,healthy
REIT-01801,Industrial,Midwest,Grocery,Weak,2576240.35,48988088.92,31,5.12,0.979,2.814,0.5898,-0.0071,0.0727,0.0081,9,0.0152,0.0532,0.0444,0.0004,0.8489,52.34,watchlist
REIT-01802,Entertainment,Southeast,Manufacturing,Watch,863037.87,13254808.38,5,15.27,0.8926,2.232,0.7507,-0.0288,-0.0053,0.0074,9,0.007,0.0303,0.0427,0.012,0.9379,64.62,watchlist
REIT-01803,Industrial,Southeast,Entertainment,Watch,2334704.94,42096089.52,10,7.25,0.952,2.973,0.712,0.0811,-0.0159,0.0245,8,0.0,0.0512,0.0514,-0.0307,0.7895,55.78,watchlist
REIT-01804,Convenience Store,Midwest,Fuel,Strong Private,378720.38,7813341.94,29,11.17,0.9375,2.791,0.6549,0.0211,-0.0901,0.0,6,0.0,0.0527,0.0464,-0.031,0.8259,28.86,healthy
REIT-01805,Quick Service Restaurant,West Coast,Logistics,Watch,732712.88,10104318.96,19,9.23,0.9383,3.515,0.7738,0.1235,0.0581,0.0,10,0.0368,0.0419,0.0261,0.0317,0.98,33.03,healthy
REIT-01806,Medical Office,Southeast,Healthcare,Watch,1237970.58,23156268.46,23,13.53,0.9829,2.95,0.7163,-0.0184,0.0494,0.0152,5,0.0452,0.0739,0.0552,0.0016,0.8037,41.28,healthy
REIT-01807,Automotive Service,Northeast,Healthcare,Stable,527740.43,7051464.5,23,2.94,0.9663,2.069,0.7057,0.0248,-0.0384,0.0183,0,0.018,0.046,0.0425,0.0401,0.6916,46.37,watchlist
REIT-01808,Convenience Store,West Coast,Entertainment,Strong Private,404275.54,7006625.25,13,9.6,1.0,3.019,0.6754,-0.0249,0.0064,0.024,6,0.0,0.0495,0.0564,0.0208,0.8731,24.08,healthy
